cost,cost_source,input_tokens,model,num_retries,output_tokens,run_id,runtime_s,success,timestamp,task
0.028115,provider,1567,gpt_5_5_parser,1,676,p6__B,9.088665750000018,True,1783558787.5312,vortex_open_detection_free_parser
0.029125,provider,1625,gpt_5_5_parser,1,700,p6__B,9.304346957999996,True,1783558787.750085,vortex_open_detection_free_parser
0.024105,provider,1575,gpt_5_5_parser,1,541,p6__B,9.53153279199978,True,1783558787.974401,vortex_open_detection_free_parser
0.021195,provider,1563,gpt_5_5_parser,1,446,p6__B,9.978656,True,1783558788.42459,vortex_open_detection_free_parser
0.027895,provider,1595,gpt_5_5_parser,1,664,p6__B,10.016050375000077,True,1783558788.4602938,vortex_open_detection_free_parser
0.027265,provider,1589,gpt_5_5_parser,1,644,p6__B,10.096931375000167,True,1783558788.54193,vortex_open_detection_free_parser
0.023595,provider,1557,gpt_5_5_parser,1,527,p6__B,8.94001808400003,True,1783558794.7173219,vortex_open_detection_free_parser
0.029675,provider,1585,gpt_5_5_parser,1,725,p6__B,11.136928375000025,True,1783558798.674515,vortex_open_detection_free_parser
0.02373,provider,1578,gpt_5_5_parser,1,528,p6__B,21.901132250000046,True,1783558800.343526,vortex_open_detection_free_parser
0.009845,provider,1489,gpt_5_5_parser,1,80,p6__B,1.7737317910000456,True,1783558773.605721,vortex_open_detection_free_parser
0.0099,provider,1494,gpt_5_5_parser,1,81,p6__B,1.7880438330000743,True,1783558773.621422,vortex_open_detection_free_parser
0.009945,provider,1497,gpt_5_5_parser,1,82,p6__B,1.8222651670000687,True,1783558773.656802,vortex_open_detection_free_parser
0.009815,provider,1501,gpt_5_5_parser,1,77,p6__B,2.010986166000066,True,1783558773.8430521,vortex_open_detection_free_parser
0.009815,provider,1483,gpt_5_5_parser,1,80,p6__B,2.318236916999922,True,1783558774.1558511,vortex_open_detection_free_parser
0.009815,provider,1483,gpt_5_5_parser,1,80,p6__B,2.428222999999889,True,1783558774.2636049,vortex_open_detection_free_parser
0.00992,provider,1522,gpt_5_5_parser,1,77,p6__B,2.5610148749999553,True,1783558774.40008,vortex_open_detection_free_parser
0.009795,provider,1497,gpt_5_5_parser,1,77,p6__B,3.306080999999949,True,1783558775.139814,vortex_open_detection_free_parser
0.009865,provider,1511,gpt_5_5_parser,1,77,p6__B,2.6703830420001395,True,1783558776.296504,vortex_open_detection_free_parser
0.00982,provider,1502,gpt_5_5_parser,1,77,p6__B,4.818773417000102,True,1783558778.431773,vortex_open_detection_free_parser
0.016354,provider,3305,gemini_3_1_pro,1,812,p2__B,14.61789962499995,True,1783558134.550796,vortex_multilabel_classification
0.016018,provider,3305,gemini_3_1_pro,1,784,p2__B,14.828739541999994,True,1783558134.789113,vortex_multilabel_classification
0.017506,provider,3305,gemini_3_1_pro,1,908,p2__B,15.823725749999994,True,1783558135.759547,vortex_multilabel_classification
0.018562,provider,3305,gemini_3_1_pro,1,996,p2__B,15.942932250000013,True,1783558135.916307,vortex_multilabel_classification
0.020614,provider,3305,gemini_3_1_pro,1,1167,p2__B,16.61976791699999,True,1783558136.5655859,vortex_multilabel_classification
0.01873,provider,3305,gemini_3_1_pro,1,1010,p2__B,16.887026708000008,True,1783558136.838115,vortex_multilabel_classification
0.020326,provider,3305,gemini_3_1_pro,1,1143,p2__B,18.183674917000076,True,1783558138.1398861,vortex_multilabel_classification
0.019038,provider,2973,gemini_3_1_pro,1,1091,p2__B,23.524819750000006,True,1783558143.49356,vortex_multilabel_classification
0.018166,provider,3305,gemini_3_1_pro,1,963,p2__B,9.95847783299996,True,1783558144.7703092,vortex_multilabel_classification
0.02215,provider,3305,gemini_3_1_pro,1,1295,p2__B,11.707513624999933,True,1783558146.289951,vortex_multilabel_classification
0.05928,provider,11316,claude_opus_4_8,1,108,p2__B,5.7607412090000025,True,1783558113.880874,vortex_multilabel_classification
0.05948,provider,11316,claude_opus_4_8,1,116,p2__B,6.083471707999934,True,1783558114.171405,vortex_multilabel_classification
0.05948,provider,11316,claude_opus_4_8,1,116,p2__B,6.232471541999985,True,1783558114.3288882,vortex_multilabel_classification
0.059455,provider,11316,claude_opus_4_8,1,115,p2__B,6.294200749999959,True,1783558114.4182248,vortex_multilabel_classification
0.05958,provider,11316,claude_opus_4_8,1,120,p2__B,6.56675420900001,True,1783558114.6709409,vortex_multilabel_classification
0.059705,provider,11316,claude_opus_4_8,1,125,p2__B,7.384374667000088,True,1783558115.492165,vortex_multilabel_classification
0.062455,provider,11316,claude_opus_4_8,1,235,p2__B,7.9996195410000155,True,1783558116.083484,vortex_multilabel_classification
0.059405,provider,11316,claude_opus_4_8,1,113,p2__B,9.668245124999999,True,1783558117.780276,vortex_multilabel_classification
0.059455,provider,11316,claude_opus_4_8,1,115,p2__B,4.138665875000015,True,1783558118.05154,vortex_multilabel_classification
0.062405,provider,11316,claude_opus_4_8,1,233,p2__B,5.70300983300001,True,1783558119.898698,vortex_multilabel_classification
0.000746382,provider,6076,qwen3_vl,1,78,p2__B,2.4865237080000497,True,1783558105.0427651,vortex_multilabel_classification
0.000746837,provider,6076,qwen3_vl,1,79,p2__B,2.48664445899999,True,1783558105.049202,vortex_multilabel_classification
0.000746837,provider,6076,qwen3_vl,1,79,p2__B,2.459388874999945,True,1783558105.049977,vortex_multilabel_classification
0.000746837,provider,6076,qwen3_vl,1,79,p2__B,2.4603539580000415,True,1783558105.0546088,vortex_multilabel_classification
0.000746837,provider,6076,qwen3_vl,1,79,p2__B,2.5094633339999746,True,1783558105.075417,vortex_multilabel_classification
0.000747292,provider,6076,qwen3_vl,1,80,p2__B,2.6059656249999534,True,1783558105.179038,vortex_multilabel_classification
0.000747292,provider,6076,qwen3_vl,1,80,p2__B,2.7065688750000163,True,1783558105.285635,vortex_multilabel_classification
0.000746837,provider,6076,qwen3_vl,1,79,p2__B,3.0689374999999472,True,1783558105.653795,vortex_multilabel_classification
0.000740922,provider,6076,qwen3_vl,1,66,p2__B,2.9264365830000543,True,1783558107.995442,vortex_multilabel_classification
0.000746382,provider,6076,qwen3_vl,1,78,p2__B,2.971587582999973,True,1783558108.051243,vortex_multilabel_classification
0.013666,provider,3155,gemini_3_1_pro,1,613,p2__V1,6.932346374999952,True,1783558168.734802,vortex_multilabel_classification
0.013378,provider,3155,gemini_3_1_pro,1,589,p2__V1,6.938232083000003,True,1783558168.746203,vortex_multilabel_classification
0.015802,provider,3155,gemini_3_1_pro,1,791,p2__V1,8.151659583000082,True,1783558169.964182,vortex_multilabel_classification
0.015118,provider,3155,gemini_3_1_pro,1,734,p2__V1,8.688204459000076,True,1783558170.4764302,vortex_multilabel_classification
0.017026,provider,3155,gemini_3_1_pro,1,893,p2__V1,9.240694167000015,True,1783558171.060276,vortex_multilabel_classification
0.018526,provider,3155,gemini_3_1_pro,1,1018,p2__V1,11.322131624999997,True,1783558173.10734,vortex_multilabel_classification
0.01969,provider,3155,gemini_3_1_pro,1,1115,p2__V1,11.311578666999935,True,1783558173.1103868,vortex_multilabel_classification
0.019582,provider,3155,gemini_3_1_pro,1,1106,p2__V1,12.957107334000057,True,1783558174.7809222,vortex_multilabel_classification
0.018202,provider,3155,gemini_3_1_pro,1,991,p2__V1,11.284908332999976,True,1783558180.055101,vortex_multilabel_classification
0.040136000000000005,provider,6310,gemini_3_1_pro,2,2293,p2__V1,9.871510000000058,True,1783558194.642097,vortex_multilabel_classification
0.058375,provider,11115,claude_opus_4_8,1,112,p2__V1,3.9294040419999874,True,1783558155.625986,vortex_multilabel_classification
0.05855,provider,11115,claude_opus_4_8,1,119,p2__V1,3.9425220000000536,True,1783558155.6520278,vortex_multilabel_classification
0.05875,provider,11115,claude_opus_4_8,1,127,p2__V1,4.280836457999953,True,1783558155.997272,vortex_multilabel_classification
0.058725,provider,11115,claude_opus_4_8,1,126,p2__V1,4.328197208999995,True,1783558156.0568562,vortex_multilabel_classification
0.058275,provider,11115,claude_opus_4_8,1,108,p2__V1,4.741215583000098,True,1783558156.4469361,vortex_multilabel_classification
0.0586,provider,11115,claude_opus_4_8,1,121,p2__V1,5.0741290830000025,True,1783558156.8087418,vortex_multilabel_classification
0.061075,provider,11115,claude_opus_4_8,1,220,p2__V1,5.651002292000044,True,1783558157.345027,vortex_multilabel_classification
0.058625,provider,11115,claude_opus_4_8,1,122,p2__V1,8.006973708999908,True,1783558159.7286139,vortex_multilabel_classification
0.05865,provider,11115,claude_opus_4_8,1,123,p2__V1,4.77950183300004,True,1783558160.4402869,vortex_multilabel_classification
0.061325,provider,11115,claude_opus_4_8,1,230,p2__V1,6.077961917000039,True,1783558161.749082,vortex_multilabel_classification
0.000731588,provider,5934,qwen3_vl,1,82,p2__V1,1.5621244579999711,True,1783558147.912755,vortex_multilabel_classification
0.000732043,provider,5934,qwen3_vl,1,83,p2__V1,1.6391227920000802,True,1783558147.978019,vortex_multilabel_classification
0.000731133,provider,5934,qwen3_vl,1,81,p2__V1,1.7552629169999818,True,1783558148.111338,vortex_multilabel_classification
0.000733408,provider,5934,qwen3_vl,1,86,p2__V1,1.7961330839999619,True,1783558148.1163452,vortex_multilabel_classification
0.000730223,provider,5934,qwen3_vl,1,79,p2__V1,1.9392019160000018,True,1783558148.275587,vortex_multilabel_classification
0.000732043,provider,5934,qwen3_vl,1,83,p2__V1,1.9587507079999114,True,1783558148.302884,vortex_multilabel_classification
0.000727948,provider,5934,qwen3_vl,1,74,p2__V1,2.300713041999984,True,1783558148.665008,vortex_multilabel_classification
0.000711568,provider,5934,qwen3_vl,1,38,p2__V1,1.2027650830000312,True,1783558149.195912,vortex_multilabel_classification
0.000729768,provider,5934,qwen3_vl,1,78,p2__V1,1.7424806660000058,True,1783558149.6886542,vortex_multilabel_classification
0.00527325,provider,20808,qwen3_vl,1,95,p2__V1,5.331947166000077,True,1783558151.659821,vortex_multilabel_classification
0.003455,provider,1423,gpt_5_5_parser,1,70,p3__V1,1.472904041999982,True,1783558552.487103,vortex_open_detection_strict_parser
0.009365,provider,1423,gpt_5_5_parser,1,75,p3__V1,1.5876792920000753,True,1783558552.598448,vortex_open_detection_strict_parser
0.003515,provider,1423,gpt_5_5_parser,1,72,p3__V1,1.7416126250000161,True,1783558552.75505,vortex_open_detection_strict_parser
0.00918,provider,1422,gpt_5_5_parser,1,69,p3__V1,1.877811500000007,True,1783558552.8929842,vortex_open_detection_strict_parser
0.009155,provider,1423,gpt_5_5_parser,1,68,p3__V1,1.9768579169999612,True,1783558552.989822,vortex_open_detection_strict_parser
0.00921,provider,1422,gpt_5_5_parser,1,70,p3__V1,2.1434350419999646,True,1783558553.157645,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__V1,1.5835371250000208,True,1783558554.077993,vortex_open_detection_strict_parser
0.00462,provider,1422,gpt_5_5_parser,1,109,p3__V1,3.3233765420000054,True,1783558554.335253,vortex_open_detection_strict_parser
0.003365,provider,1423,gpt_5_5_parser,1,67,p3__V1,1.8983869589999358,True,1783558554.501703,vortex_open_detection_strict_parser
0.01041,provider,1422,gpt_5_5_parser,1,110,p3__V1,4.443900042000223,True,1783558555.459487,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p3__V1,1.7273142919998463,True,1783558531.644623,vortex_open_detection_strict_parser
0.010485,provider,1431,gpt_5_5_parser,1,111,p3__V1,2.0387182500001018,True,1783558531.952364,vortex_open_detection_strict_parser
0.010425,provider,1431,gpt_5_5_parser,1,109,p3__V1,2.1246894999999313,True,1783558532.042619,vortex_open_detection_strict_parser
0.010515,provider,1431,gpt_5_5_parser,1,112,p3__V1,2.220040874999995,True,1783558532.135426,vortex_open_detection_strict_parser
0.011015,provider,1435,gpt_5_5_parser,1,128,p3__V1,2.3831671670000105,True,1783558532.297729,vortex_open_detection_strict_parser
0.011015,provider,1435,gpt_5_5_parser,1,128,p3__V1,2.8129156659999808,True,1783558532.7299168,vortex_open_detection_strict_parser
0.01058,provider,1432,gpt_5_5_parser,1,114,p3__V1,2.6907442090000586,True,1783558534.649523,vortex_open_detection_strict_parser
0.02263,provider,1436,gpt_5_5_parser,1,515,p3__V1,7.765732750000097,True,1783558537.684887,vortex_open_detection_strict_parser
0.019245,provider,1431,gpt_5_5_parser,1,595,p3__V1,9.795530665999877,True,1783558541.445835,vortex_open_detection_strict_parser
0.027165,provider,1437,gpt_5_5_parser,1,666,p3__V1,21.081168625000146,True,1783558551.001489,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__V1,1.6973457080000571,True,1783558527.001782,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__V1,1.904344207999884,True,1783558527.208422,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__V1,1.9871417090000705,True,1783558527.2945821,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__V1,2.002921624999999,True,1783558527.310613,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__V1,2.065108083000041,True,1783558527.3681018,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__V1,2.118229250000013,True,1783558527.4257112,vortex_open_detection_strict_parser
0.003205,provider,1421,gpt_5_5_parser,1,62,p3__V1,2.125070416999961,True,1783558527.430042,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p3__V1,1.6083882499999618,True,1783558528.823215,vortex_open_detection_strict_parser
0.003145,provider,1421,gpt_5_5_parser,1,60,p3__V1,4.391979583999955,True,1783558529.696838,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__V1,2.896423082999945,True,1783558529.905046,vortex_open_detection_strict_parser
0.013946,provider,2665,gemini_3_1_pro,1,718,p3__V1,7.782429957999966,True,1783558288.9192488,vortex_open_detection_strict
0.01343,provider,2665,gemini_3_1_pro,1,675,p3__V1,8.255443875000083,True,1783558289.396139,vortex_open_detection_strict
0.016238,provider,2665,gemini_3_1_pro,1,909,p3__V1,8.681636166999965,True,1783558289.80244,vortex_open_detection_strict
0.015398,provider,2665,gemini_3_1_pro,1,839,p3__V1,9.02594412499991,True,1783558290.182724,vortex_open_detection_strict
0.015086,provider,2665,gemini_3_1_pro,1,813,p3__V1,9.774115625000036,True,1783558290.9265978,vortex_open_detection_strict
0.018506,provider,2665,gemini_3_1_pro,1,1098,p3__V1,10.54669104200002,True,1783558291.692281,vortex_open_detection_strict
0.018818,provider,2665,gemini_3_1_pro,1,1124,p3__V1,11.553313000000003,True,1783558292.6725628,vortex_open_detection_strict
0.021818,provider,2665,gemini_3_1_pro,1,1374,p3__V1,13.64812387500001,True,1783558294.7788632,vortex_open_detection_strict
0.017198,provider,2665,gemini_3_1_pro,1,989,p3__V1,9.156550333999917,True,1783558298.106421,vortex_open_detection_strict
0.021242,provider,2665,gemini_3_1_pro,1,1326,p3__V1,12.84687324999993,True,1783558302.2655401,vortex_open_detection_strict
0.053375,provider,10430,claude_opus_4_8,1,49,p3__V1,3.3266171249999843,True,1783558277.5161548,vortex_open_detection_strict
0.0535,provider,10430,claude_opus_4_8,1,54,p3__V1,3.6422341250000727,True,1783558277.813237,vortex_open_detection_strict
0.053375,provider,10430,claude_opus_4_8,1,49,p3__V1,3.6318745830000125,True,1783558277.837267,vortex_open_detection_strict
0.0535,provider,10430,claude_opus_4_8,1,54,p3__V1,3.7650069999999687,True,1783558277.966479,vortex_open_detection_strict
0.0529,provider,10430,claude_opus_4_8,1,30,p3__V1,3.793379208000033,True,1783558277.970897,vortex_open_detection_strict
0.053375,provider,10430,claude_opus_4_8,1,49,p3__V1,4.416747082999905,True,1783558278.61227,vortex_open_detection_strict
0.053525,provider,10430,claude_opus_4_8,1,55,p3__V1,4.7792225420000705,True,1783558278.963548,vortex_open_detection_strict
0.053575,provider,10430,claude_opus_4_8,1,57,p3__V1,6.899442417000046,True,1783558281.0684302,vortex_open_detection_strict
0.05335,provider,10430,claude_opus_4_8,1,48,p3__V1,3.5201478750000206,True,1783558281.071813,vortex_open_detection_strict
0.053425,provider,10430,claude_opus_4_8,1,51,p3__V1,3.2517287919999944,True,1783558281.0868428,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.0042679169999928,True,1783558266.848306,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.0117691670000113,True,1783558266.856881,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.0816140839999662,True,1783558266.9339972,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.3336505409999972,True,1783558267.195594,vortex_open_detection_strict
0.000660777,provider,5531,qwen3_vl,1,30,p3__V1,1.429129792000026,True,1783558267.299927,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.0538036250000005,True,1783558267.9386098,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,1.117693749999944,True,1783558267.993644,vortex_open_detection_strict
0.000660322,provider,5531,qwen3_vl,1,29,p3__V1,2.1929768749999994,True,1783558268.059534,vortex_open_detection_strict
0.000660777,provider,5531,qwen3_vl,1,30,p3__V1,2.518062750000013,True,1783558268.39694,vortex_open_detection_strict
0.005156,provider,20540,qwen3_vl,1,28,p3__V1,8.250227500000051,True,1783558274.134718,vortex_open_detection_strict
0.009215,provider,1423,gpt_5_5_parser,1,70,p3__B,1.4991540000000896,True,1783558521.7283788,vortex_open_detection_strict_parser
0.009215,provider,1423,gpt_5_5_parser,1,70,p3__B,1.563731209000025,True,1783558521.792052,vortex_open_detection_strict_parser
0.003455,provider,1423,gpt_5_5_parser,1,70,p3__B,1.5865770000000339,True,1783558521.812973,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__B,1.6102954579998823,True,1783558521.840225,vortex_open_detection_strict_parser
0.003455,provider,1423,gpt_5_5_parser,1,70,p3__B,1.8927245410000069,True,1783558522.12044,vortex_open_detection_strict_parser
0.009125,provider,1423,gpt_5_5_parser,1,67,p3__B,1.9375807499998245,True,1783558522.166698,vortex_open_detection_strict_parser
0.008935,provider,1421,gpt_5_5_parser,1,61,p3__B,1.9731579169999804,True,1783558522.203956,vortex_open_detection_strict_parser
0.003455,provider,1423,gpt_5_5_parser,1,70,p3__B,2.0641482909998103,True,1783558522.2943308,vortex_open_detection_strict_parser
0.003365,provider,1423,gpt_5_5_parser,1,67,p3__B,1.4974124160000883,True,1783558523.2330701,vortex_open_detection_strict_parser
0.010355,provider,1429,gpt_5_5_parser,1,107,p3__B,3.496071332999918,True,1783558525.292647,vortex_open_detection_strict_parser
0.008935,provider,1421,gpt_5_5_parser,1,61,p3__B,1.5556070830000408,True,1783558499.684082,vortex_open_detection_strict_parser
0.008935,provider,1421,gpt_5_5_parser,1,61,p3__B,1.6158330829998704,True,1783558499.7406862,vortex_open_detection_strict_parser
0.011115,provider,1431,gpt_5_5_parser,1,132,p3__B,2.5056659169999875,True,1783558500.637423,vortex_open_detection_strict_parser
0.010875,provider,1431,gpt_5_5_parser,1,124,p3__B,2.651963374999923,True,1783558500.7826738,vortex_open_detection_strict_parser
0.011385,provider,1437,gpt_5_5_parser,1,140,p3__B,2.6804417079999894,True,1783558500.808613,vortex_open_detection_strict_parser
0.009555,provider,1431,gpt_5_5_parser,1,80,p3__B,1.5337289579999833,True,1783558501.280194,vortex_open_detection_strict_parser
0.016,provider,1430,gpt_5_5_parser,1,295,p3__B,5.173288374999856,True,1783558503.3010418,vortex_open_detection_strict_parser
0.022725,provider,1431,gpt_5_5_parser,1,519,p3__B,10.34575391699991,True,1783558508.472893,vortex_open_detection_strict_parser
0.026115,provider,1431,gpt_5_5_parser,1,632,p3__B,10.52621695799985,True,1783558508.653173,vortex_open_detection_strict_parser
0.026055,provider,1431,gpt_5_5_parser,1,630,p3__B,20.526354833999903,True,1783558520.217783,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p3__B,1.5680055420000372,True,1783558490.728555,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p3__B,1.6233956250000574,True,1783558490.782136,vortex_open_detection_strict_parser
0.008965,provider,1421,gpt_5_5_parser,1,62,p3__B,1.6234927499999685,True,1783558490.786622,vortex_open_detection_strict_parser
0.003205,provider,1421,gpt_5_5_parser,1,62,p3__B,2.1188913749999756,True,1783558491.2786372,vortex_open_detection_strict_parser
0.003115,provider,1421,gpt_5_5_parser,1,59,p3__B,2.1774027499998283,True,1783558491.336801,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__B,2.1944884580000235,True,1783558491.3543098,vortex_open_detection_strict_parser
0.008875,provider,1421,gpt_5_5_parser,1,59,p3__B,2.676223334000042,True,1783558491.83372,vortex_open_detection_strict_parser
0.003175,provider,1421,gpt_5_5_parser,1,61,p3__B,1.4211675829999422,True,1783558492.153777,vortex_open_detection_strict_parser
0.003205,provider,1421,gpt_5_5_parser,1,62,p3__B,1.7360342910001236,True,1783558492.5257962,vortex_open_detection_strict_parser
0.017455,provider,1433,gpt_5_5_parser,1,343,p3__B,8.95229504200006,True,1783558498.116318,vortex_open_detection_strict_parser
0.012872,provider,2704,gemini_3_1_pro,1,622,p3__B,7.971613374999947,True,1783558253.5802932,vortex_open_detection_strict
0.014528,provider,2704,gemini_3_1_pro,1,760,p3__B,8.684141374999967,True,1783558254.273901,vortex_open_detection_strict
0.013112,provider,2704,gemini_3_1_pro,1,642,p3__B,8.951387834000002,True,1783558254.555124,vortex_open_detection_strict
0.014612,provider,2704,gemini_3_1_pro,1,767,p3__B,9.664124707999918,True,1783558255.28493,vortex_open_detection_strict
0.014336,provider,2704,gemini_3_1_pro,1,744,p3__B,11.93231537500003,True,1783558257.558079,vortex_open_detection_strict
0.017516,provider,2704,gemini_3_1_pro,1,1009,p3__B,11.971936583000002,True,1783558257.5853708,vortex_open_detection_strict
0.0167,provider,2704,gemini_3_1_pro,1,941,p3__B,15.724210083000003,True,1783558261.3195431,vortex_open_detection_strict
0.017288,provider,2704,gemini_3_1_pro,1,990,p3__B,18.14735383300001,True,1783558263.778124,vortex_open_detection_strict
0.01892,provider,2704,gemini_3_1_pro,1,1126,p3__B,11.505226166999933,True,1783558265.117313,vortex_open_detection_strict
0.018368,provider,2704,gemini_3_1_pro,1,1080,p3__B,11.51220812500003,True,1783558265.809209,vortex_open_detection_strict
0.053165,provider,10483,claude_opus_4_8,1,30,p3__B,3.551619999999957,True,1783558241.898475,vortex_open_detection_strict
0.053615,provider,10483,claude_opus_4_8,1,48,p3__B,3.8271707909999577,True,1783558242.184329,vortex_open_detection_strict
0.053615,provider,10483,claude_opus_4_8,1,48,p3__B,3.829293249999978,True,1783558242.202294,vortex_open_detection_strict
0.053515,provider,10483,claude_opus_4_8,1,44,p3__B,3.9225309170000173,True,1783558242.2903512,vortex_open_detection_strict
0.053165,provider,10483,claude_opus_4_8,1,30,p3__B,4.250535874999969,True,1783558242.6125581,vortex_open_detection_strict
0.053915,provider,10483,claude_opus_4_8,1,60,p3__B,4.285806874999935,True,1783558242.618919,vortex_open_detection_strict
0.053615,provider,10483,claude_opus_4_8,1,48,p3__B,4.500412542000049,True,1783558242.8389409,vortex_open_detection_strict
0.05354,provider,10483,claude_opus_4_8,1,45,p3__B,4.89112108300003,True,1783558243.243084,vortex_open_detection_strict
0.053615,provider,10483,claude_opus_4_8,1,48,p3__B,3.5280072080000764,True,1783558245.461851,vortex_open_detection_strict
0.05359,provider,10483,claude_opus_4_8,1,47,p3__B,3.346579125000062,True,1783558245.556604,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.0004271249999874,True,1783558236.1763961,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.026892499999917,True,1783558236.210469,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.068195457999991,True,1783558236.228333,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.14637991699999,True,1783558236.335437,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.3082108329999755,True,1783558236.475542,vortex_open_detection_strict
0.000664872,provider,5566,qwen3_vl,1,30,p3__B,2.6477097920000006,True,1783558236.8299892,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.649186165999936,True,1783558236.852237,vortex_open_detection_strict
0.0025537,provider,20575,qwen3_vl,1,41,p3__B,2.9152520830000412,True,1783558237.114007,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,1.891598042000055,True,1783558238.116406,vortex_open_detection_strict
0.000664417,provider,5566,qwen3_vl,1,29,p3__B,2.0894936250000455,True,1783558238.299464,vortex_open_detection_strict
0.00963,provider,1512,gpt_5_5_parser,1,69,p4__V1,1.7228307089999362,True,1783558635.171157,vortex_open_detection_free_parser
0.009835,provider,1511,gpt_5_5_parser,1,76,p4__V1,1.7223877920000632,True,1783558635.1754391,vortex_open_detection_free_parser
0.009685,provider,1517,gpt_5_5_parser,1,70,p4__V1,1.829475083000034,True,1783558635.277976,vortex_open_detection_free_parser
0.00963,provider,1506,gpt_5_5_parser,1,70,p4__V1,1.9671375420000459,True,1783558635.4174562,vortex_open_detection_free_parser
0.009695,provider,1495,gpt_5_5_parser,1,74,p4__V1,2.0356763749998663,True,1783558635.4878058,vortex_open_detection_free_parser
0.00979,provider,1502,gpt_5_5_parser,1,76,p4__V1,2.0960871669999506,True,1783558635.5429618,vortex_open_detection_free_parser
0.00971,provider,1504,gpt_5_5_parser,1,73,p4__V1,2.1958465420000266,True,1783558635.646417,vortex_open_detection_free_parser
0.009835,provider,1517,gpt_5_5_parser,1,75,p4__V1,1.5996109589998468,True,1783558636.777442,vortex_open_detection_free_parser
0.00957,provider,1500,gpt_5_5_parser,1,69,p4__V1,3.668185041000015,True,1783558637.1165671,vortex_open_detection_free_parser
0.010135,provider,1499,gpt_5_5_parser,1,88,p4__V1,2.078307582999969,True,1783558637.2585862,vortex_open_detection_free_parser
0.00993,provider,1560,gpt_5_5_parser,1,71,p4__V1,1.6758530419999715,True,1783558610.844885,vortex_open_detection_free_parser
0.0102,provider,1584,gpt_5_5_parser,1,76,p4__V1,2.0363530829999945,True,1783558611.2062771,vortex_open_detection_free_parser
0.01014,provider,1578,gpt_5_5_parser,1,75,p4__V1,2.0439566249999643,True,1783558611.216795,vortex_open_detection_free_parser
0.010155,provider,1563,gpt_5_5_parser,1,78,p4__V1,2.1374249170000894,True,1783558611.30878,vortex_open_detection_free_parser
0.01817,provider,1588,gpt_5_5_parser,1,341,p4__V1,5.027737208999952,True,1783558614.1978009,vortex_open_detection_free_parser
0.020775,provider,1623,gpt_5_5_parser,1,422,p4__V1,7.194260708999991,True,1783558618.404167,vortex_open_detection_free_parser
0.02382,provider,1620,gpt_5_5_parser,1,524,p4__V1,9.47778983299986,True,1783558620.329311,vortex_open_detection_free_parser
0.03187,provider,1622,gpt_5_5_parser,1,792,p4__V1,11.71464908300004,True,1783558620.88836,vortex_open_detection_free_parser
0.028875,provider,1599,gpt_5_5_parser,1,696,p4__V1,23.80507320899983,True,1783558632.9790132,vortex_open_detection_free_parser
0.032985,provider,1605,gpt_5_5_parser,1,832,p4__V1,24.26691529200002,True,1783558633.438221,vortex_open_detection_free_parser
0.00983,provider,1522,gpt_5_5_parser,1,74,p4__V1,1.7299878750000062,True,1783558605.3705,vortex_open_detection_free_parser
0.009805,provider,1529,gpt_5_5_parser,1,72,p4__V1,1.98573020799995,True,1783558605.624327,vortex_open_detection_free_parser
